"cliid","placa","datapedido"
"9107","QS54TBN","2023-10-06"
"9108","CS34AJJ","2015-10-18"
"9109","MF22YZT","2010-12-12"
"9110","GP28TUP","2021-02-02"
"9111","UU38NBM","2020-05-03"
"9112","KG52QXA","2015-06-28"
"9113","WD22XBZ","2017-05-19"
"9114","SJ22EPB","2011-05-05"
"9115","PT40WPY","2018-10-18"
"9116","RE33DTP","2022-05-22"
"9117","ZU36ULR","2022-12-07"
"9118","AS27BWS","2020-10-10"
"9119","BD45AKP","2015-05-22"
"9120","NQ92UGH","2023-02-16"
"9121","KQ60JKJ","2021-11-10"
"9122","CO98LTY","2010-05-09"
"9123","YG76EIY","2020-11-11"
"9124","ZF45WEE","2015-09-29"
"9125","ZF75VWF","2012-03-01"
"9126","QW34YGI","2014-08-05"
"9127","DI54WXZ","2023-01-26"
"9128","LN57TKM","2012-04-30"
"9129","LX22NZV","2017-10-09"
"9130","GL13QKD","2012-06-27"
"9131","BV66FLC","2017-08-30"
"9132","QN80ULB","2018-02-08"
"9133","JA04LCH","2022-10-08"
"9134","JD25DWX","2012-07-18"
"9135","CH53LLK","2020-05-06"
"9136","ZT16ZII","2016-06-13"
"9137","RE24MUD","2018-05-28"
"9138","VM30KEE","2024-03-03"
"9139","XJ67KVP","2018-11-28"
"9140","JD00MZT","2023-09-15"
"9141","XW16CUH","2017-10-22"
"9142","OU18LST","2011-11-28"
"9143","QZ90UIS","2022-09-20"
"9144","CX00ICK","2014-10-02"
"9145","QE20RLR","2019-04-29"
"9146","FE69MJL","2017-05-16"
"9147","EC16ATF","2014-07-13"
"9148","ZM33UXO","2022-08-24"
"9149","OL71FOJ","2014-05-10"
"9150","KI36FPJ","2014-06-25"
"9151","AS63RDS","2016-06-25"
"9152","CW30WSM","2019-09-21"
"9153","SU62DAJ","2015-04-14"
"9154","DB47NKV","2022-11-05"
"9155","TA71FBK","2019-09-30"
"9156","VQ01JVF","2024-02-29"
"9157","QG08EDS","2018-05-27"
"9158","BT99QRY","2020-04-11"
"9159","EP32XLH","2023-12-09"
"9160","GK59IWU","2020-10-03"
"9161","AQ43JXP","2018-03-19"
"9162","FU38PKP","2014-12-11"
"9163","TT10ZZG","2013-11-13"
"9164","GL81GYN","2014-12-14"
"9165","FZ29PIS","2016-07-29"
"9166","MC40YCD","2023-12-26"
"9167","GC01IWH","2011-12-25"
"9168","RW06MSL","2013-02-10"
"9169","YI63SNC","2015-04-08"
"9170","SS58SZS","2023-11-18"
"9171","GB38JOH","2014-04-14"
"9172","EQ71QTE","2012-08-25"
"9173","KK64VCH","2018-02-26"
"9174","ZY16DVV","2018-07-10"
"9175","UX33STF","2019-04-26"
"9176","PG02YHE","2013-09-08"
"9177","EU38SVZ","2017-02-14"
"9178","CT84HQJ","2015-06-19"
"9179","GY37XDX","2021-08-03"
"9180","CS84UWM","2015-11-20"
"9181","UF71TLE","2017-04-17"
"9182","FO05XKX","2010-08-20"
"9183","MT47MIQ","2013-01-27"
"9184","TO85ZEI","2017-09-23"
"9185","ZI23RGS","2012-03-15"
"9186","BH01XZF","2010-11-09"
"9187","BO32VSW","2024-04-14"
"9188","SD13NDM","2019-08-23"
"9189","UE43TAJ","2023-01-07"
"9190","JS19AAS","2011-09-30"
"9191","DA63VJJ","2021-11-02"
"9192","YP61KPS","2012-02-09"
"9193","NS88VKG","2012-08-26"
"9194","ON71VSF","2019-09-24"
"9195","UE55QLZ","2018-01-31"
"9196","SX33DGA","2018-07-02"
"9197","FY30BAU","2023-02-03"
"9198","RK51JYA","2012-05-30"
"9199","OH03MDK","2019-09-30"
"9200","OX69HOU","2019-03-05"
"9201","SS43GGP","2017-07-11"
"9202","DZ32QGR","2020-08-18"
"9203","FL39DRR","2013-03-13"
"9204","DX03TWK","2021-03-06"
"9205","CP20ZTG","2017-02-05"
"9206","RA90XAO","2011-09-03"
"9207","WI82DMQ","2023-11-25"
"9208","JQ73JFH","2011-10-14"
"9209","KF03YKX","2022-12-02"
"9210","YR37TCL","2018-11-07"
"9211","AR41GYI","2013-12-01"
"9212","MS79MFY","2024-02-19"
"9213","XF22HJH","2020-07-04"
"9214","WE73VRY","2018-03-27"
"9215","EA82KHN","2022-04-07"
"9216","FX42NDQ","2015-01-27"
"9217","OO24ODL","2013-09-19"
"9218","RP73WCD","2015-09-09"
"9219","YX96HRO","2015-02-11"
"9220","LL30WVM","2023-09-11"
"9221","EU85SFC","2019-01-23"
"9222","NN16PWN","2024-03-10"
"9223","BY33WTS","2017-12-04"
"9224","WN15XPN","2016-02-28"
"9225","LM65ZVB","2014-08-19"
"9226","UH86HJA","2011-04-01"
"9227","PB42TDZ","2011-05-21"
"9228","AM05XQD","2024-02-27"
"9229","TJ62JHQ","2012-06-27"
"9230","ZC54RQM","2024-03-07"
"9231","GK71IOH","2014-07-08"
"9232","VI04NQB","2021-06-07"
"9233","KM42VVA","2019-04-17"
"9234","GY13NND","2009-10-19"
"9235","FL23LLU","2021-09-07"
"9236","TJ18AHJ","2014-05-02"
"9237","WF71CXO","2023-04-18"
"9238","XB25RFI","2023-06-17"
"9239","ML16DBK","2017-11-25"
"9240","WF03JCY","2013-11-14"
"9241","CC97YLS","2022-06-26"
"9242","KJ92HPM","2018-02-11"
"9243","TL32FYR","2018-01-27"
"9244","ZG63SNE","2017-11-15"
"9245","XB58CTC","2023-01-10"
"9246","LL63PMM","2023-01-02"
"9247","GA62SKM","2020-11-22"
"9248","GP22PKM","2016-10-11"
"9249","NB30SRR","2011-12-02"
"9250","PG60OHC","2021-06-23"
"9251","PF72OLH","2010-07-16"
"9252","FO29ZDX","2019-02-28"
"9253","NV13QWC","2024-04-19"
"9254","KY18YNA","2017-07-14"
"9255","FJ94FSU","2012-01-12"
"9256","GD01GOQ","2014-07-25"
"9257","KK43RJT","2014-06-04"
"9258","MS98ZRH","2015-09-27"
"9259","HE72CHY","2017-10-18"
"9260","MD99QEZ","2011-06-29"
"9261","FZ27NMW","2024-01-10"
"9262","GQ92NCT","2014-07-29"
"9263","HW29EKH","2021-05-25"
"9264","IS18NLW","2014-02-11"
"9265","DH74GJQ","2017-10-20"
"9266","KK80HKA","2019-09-28"
"9267","YR06PQJ","2024-02-18"
"9268","EF33SJD","2016-02-29"
"9269","KQ48JUW","2020-11-17"
"9270","WT98SDQ","2011-07-19"
"9271","LU77NJR","2010-07-18"
"9272","JX08DAL","2013-01-07"
"9273","TI82LMN","2011-06-12"
"9274","UJ07IME","2017-05-20"
"9275","ZC22BLH","2022-01-24"
"9276","RF90ZQU","2016-02-02"
"9277","FT54VET","2023-07-18"
"9278","EP17MFY","2021-01-17"
"9279","BH70TYP","2014-09-27"
"9280","YE22MPO","2016-04-09"
"9281","BD88QQE","2012-12-08"
"9282","BD66PTM","2013-09-21"
"9283","KT75SIM","2010-12-13"
"9284","UG07WHP","2014-02-03"
"9285","SQ79ORV","2022-08-26"
"9286","TF55FVL","2018-06-29"
"9287","YA85OUE","2018-05-18"
"9288","US16JGH","2013-12-14"
"9289","IO07GBM","2012-02-25"
"9290","VM80UCO","2022-03-24"
"9291","AQ38MIH","2020-09-08"
"9292","MM67ZLZ","2019-10-15"
"9293","XB35YDJ","2013-07-08"
"9294","EH85PHN","2021-05-09"
"9295","PJ99AXW","2014-11-03"
"9296","PO49ORN","2022-01-09"
"9297","YS26RZM","2011-07-05"
"9298","BZ91UHV","2017-08-15"
"9299","LX97CGD","2015-11-01"
"9300","WX95ESZ","2011-01-21"
"9301","UI76VQC","2022-02-19"
"9302","OD15MGA","2023-01-14"
"9303","CJ57AZN","2015-06-25"
"9304","TR66KOS","2015-09-21"
"9305","DK30WRN","2014-07-28"
"9306","IO98YSV","2017-09-25"
"9307","EG64MSG","2017-10-16"
"9308","IU11XBT","2020-02-28"
"9309","AX58MSO","2014-03-18"
"9310","HS83YWA","2012-04-18"
"9311","JN81TCN","2010-09-16"
"9312","IS69FHM","2010-12-27"
"9313","IB30LEU","2022-02-26"
"9314","JC90WBT","2015-07-24"
"9315","KS68DER","2022-05-13"
"9316","UO69UOX","2012-07-28"
"9317","QR05IFF","2023-04-17"
"9318","FZ25KQF","2013-11-05"
"9319","ZK04JHO","2020-09-06"
"9320","QL85BTI","2018-02-19"
"9321","VV23YCW","2019-08-12"
"9322","SP01JVE","2020-09-04"
"9323","VG61GWI","2016-09-16"
"9324","QP68NAV","2013-10-19"
"9325","KU27ODA","2013-07-20"
"9326","RP51WMS","2015-10-10"
"9327","BC87UUA","2021-08-26"
"9328","SY40HWC","2011-10-02"
"9329","CG70JWW","2020-12-11"
"9330","FX82WMB","2020-12-24"
"9331","ZA71IQH","2018-10-29"
"9332","MD70OES","2021-12-19"
"9333","SW54HBQ","2021-10-15"
"9334","CO19MUN","2022-09-04"
"9335","WP64IMC","2017-06-04"
"9336","QU98EQN","2015-10-13"
"9337","MT81XOM","2019-04-09"
"9338","ZT88SNS","2020-11-26"
"9339","DU74DEJ","2012-03-16"
"9340","JR98GFN","2016-03-05"
"9341","BS84CRT","2021-08-11"
"9342","GH61ISU","2017-07-15"
"9343","AW19IPA","2022-11-23"
"9344","YG42EGN","2023-06-08"
"9345","MV88DYN","2020-02-26"
"9346","VX99BKL","2012-03-13"
"9347","AN11GNM","2014-03-08"
"9348","UQ67LOQ","2023-08-07"
"9349","GZ69HXE","2019-10-30"
"9350","SI21MNQ","2015-07-23"
"9351","QQ54NLS","2011-06-27"
"9352","SI38KMM","2018-09-13"
"9353","AA27TZW","2014-05-14"
"9354","GN82NKI","2016-01-29"
"9355","ES64QSW","2012-01-25"
"9356","FT95EGM","2012-09-18"
"9357","NX16QKP","2012-11-10"
"9358","GQ49AHI","2011-03-07"
"9359","XG03PZC","2012-10-24"
"9360","JS25YXL","2023-06-13"
"9361","XB81RWY","2014-09-28"
"9362","MW64GFS","2020-06-08"
"9363","KZ46TGE","2016-08-20"
"9364","JA20RAU","2014-07-14"
"9365","GG42RRR","2013-10-10"
"9366","HH13NFQ","2015-01-03"
"9367","UY05MCD","2021-06-14"
"9368","SO89NYY","2010-07-07"
"9369","JH48WKT","2020-06-21"
"9370","UQ58UJE","2023-08-03"
"9371","MO34CKR","2013-06-20"
"9372","BR08IZF","2011-03-07"
"9373","AF88SVE","2011-01-25"
"9374","MJ69TXK","2019-04-20"
"9375","CT99TSE","2023-10-25"
"9376","QB75ULL","2014-08-28"
"9377","XM19QGV","2018-04-22"
"9378","RK20GYK","2015-12-08"
"9379","DU82SGD","2020-05-11"
"9380","PJ15LHI","2012-04-05"
"9381","QI93SDS","2017-03-09"
"9382","ET31RRV","2020-11-07"
"9383","FO20ZMI","2020-11-02"
"9384","FJ99OTY","2021-06-09"
"9385","DF52ZKX","2012-09-22"
"9386","QP06SBB","2019-05-16"
"9387","BU86DIU","2011-08-15"
"9388","AR83DIY","2019-04-20"
"9389","HZ52IDT","2014-12-25"
"9390","BW93UQG","2018-08-29"
"9391","UL48SLM","2017-10-27"
"9392","OM53JSP","2015-06-26"
"9393","HI88LAL","2015-04-14"
"9394","DD11GWM","2010-06-20"
"9395","BY23QRV","2015-10-08"
"9396","FU02XDM","2022-04-22"
"9397","JD56QNU","2024-03-06"
"9398","ZA33DBD","2020-02-04"
"9399","UZ14EAT","2012-03-10"
"9400","ZH53VSG","2014-01-25"
"9401","XC49CKY","2020-07-08"
"9402","YO32EFX","2012-12-15"
"9403","MC39IVQ","2011-01-26"
"9404","FN86OPZ","2023-01-15"
"9405","NY81ECU","2010-10-11"
"9406","HT77KXM","2017-08-18"
"9407","YF28DYE","2019-07-09"
"9408","MD15LFY","2020-01-06"
"9409","QW12ZDP","2023-02-20"
"9410","CL88KQD","2020-09-01"
"9411","KS03HIM","2012-04-20"
"9412","JE31QBU","2020-04-18"
"9413","BG44JBE","2012-02-01"
"9414","VR17BQP","2011-06-02"
"9415","MO15XBE","2023-03-03"
"9416","VP28FXQ","2009-09-30"
"9417","UW10TYL","2015-03-13"
"9418","WH52EQQ","2022-11-11"
"9419","QC13TLJ","2015-08-07"
"9420","YT38UBC","2019-12-16"
"9421","QV65JSN","2022-06-18"
"9422","FD61EQR","2018-01-26"
"9423","LX47TFM","2011-08-25"
"9424","XO63AUP","2017-02-22"
"9425","YM96ZGL","2023-05-25"
"9426","CK59UFU","2011-02-20"
"9427","BA17WBA","2017-01-13"
"9428","AR05MEB","2015-01-01"
"9429","QP99NMZ","2012-05-14"
"9430","KL59IOD","2022-01-22"
"9431","WG23SYL","2015-12-06"
"9432","OO75FKO","2017-08-27"
"9433","ZI08LLH","2014-10-07"
"9434","PB43MGI","2012-12-17"
"9435","OJ62OEV","2021-04-11"
"9436","UK54GAO","2021-09-10"
"9437","ZA58PUF","2020-02-25"
"9438","NR22FLU","2016-04-13"
"9439","IG84AYS","2010-11-08"
"9440","ZL33JHH","2022-09-08"
"9441","ZO77WOM","2012-06-08"
"9442","EV55CPV","2017-05-08"
"9443","GA65SDA","2013-03-05"
"9444","QD39DEY","2022-03-05"
"9445","NF29IQH","2020-05-27"
"9446","QC11EYP","2011-06-08"
"9447","UC75JND","2013-08-11"
"9448","SQ66DYY","2010-02-06"
"9449","PW96WVP","2024-01-31"
"9450","XB94NCY","2023-04-12"
"9451","CK43PEV","2017-05-03"
"9452","XA88AGG","2022-03-23"
"9453","EA39WBL","2010-03-09"
"9454","JE03SXP","2021-02-16"
"9455","ST50YBZ","2020-09-28"
"9456","YS77KUW","2016-04-05"
"9457","WQ73ANQ","2012-10-30"
"9458","HR24NJN","2024-04-25"
"9459","ZM20ZVU","2014-05-13"
"9460","ZE38NNR","2014-04-11"
"9461","MU67FRE","2012-10-03"
"9462","HI76TYD","2022-08-11"
"9463","PI75YGK","2021-11-09"
"9464","UW49RTK","2023-04-13"
"9465","OI80OZV","2010-01-05"
"9466","DP22YXX","2022-07-08"
"9467","YB69WNS","2021-04-07"
"9468","AP20ADL","2016-03-26"
"9469","OE13LWC","2018-03-22"
"9470","NR15NMJ","2009-08-06"
"9471","MW52PTU","2023-08-07"
"9472","DP73OUS","2011-02-11"
"9473","ME01BXK","2022-11-13"
"9474","RD99DRI","2009-11-20"
"9475","XK61ERX","2019-12-14"
"9476","SX40VBO","2013-11-16"
"9477","ST85BYM","2018-09-28"
"9478","JZ14GJB","2016-03-31"
"9479","XE42QVF","2018-11-02"
"9480","EW76LBE","2020-01-05"
"9481","WK84QSD","2015-08-09"
"9482","MR02OWR","2023-06-16"
"9483","RP13ECG","2014-12-20"
"9484","CK49OEE","2019-11-09"
"9485","PX04NYG","2023-06-02"
"9486","EG47TPM","2018-03-11"
"9487","GG78DSI","2019-06-23"
"9488","OM39UGW","2011-01-21"
"9489","GK54MTF","2013-12-05"
"9490","FS55NZT","2013-03-01"
"9491","JH66NJS","2019-12-01"
"9492","IY16RYQ","2021-04-14"
"9493","JT14WBG","2024-01-11"
"9494","BO56BPO","2013-04-24"
"9495","QN32RBC","2010-07-20"
"9496","AK60HKD","2010-08-27"
"9497","BN88DBQ","2012-05-27"
"9498","NZ82JWS","2013-11-20"
"9499","IK62VXF","2021-12-05"
"9500","SS51EDG","2017-10-03"
"9501","EK98ZPA","2020-07-11"
"9502","IM22TPI","2010-09-04"
"9503","XW15LDK","2024-03-11"
"9504","QX24RBO","2017-11-26"
"9505","OW12LMO","2010-10-26"
"9506","PR67LQV","2021-06-14"
"9507","SU08LEJ","2023-04-24"
"9508","XP97XXN","2022-08-10"
"9509","LT71LBV","2011-07-30"
"9510","HP01SIW","2023-11-05"
"9511","ZY91DBI","2022-09-23"
"9512","AM82TEU","2015-10-10"
"9513","BL81DAL","2021-05-31"
"9514","ZN92SXC","2017-03-26"
"9515","CD46XTP","2011-12-25"
"9516","WL31FBB","2011-09-03"
"9517","HY92WPJ","2020-07-27"
"9518","TG38VIH","2010-04-07"
"9519","TM20SIL","2011-04-25"
"9520","ET80ATU","2022-11-06"
"9521","CD13PNW","2024-04-04"
"9522","FQ34UVM","2009-10-31"
"9523","TT17CVH","2012-10-19"
"9524","IX60KGM","2022-04-09"
"9525","JA34GJZ","2018-06-25"
"9526","TZ42OQK","2015-12-29"
"9527","MU88JLP","2021-02-21"
"9528","ZH54PMK","2017-01-16"
"9529","MK41AST","2014-09-16"
"9530","DI32UGY","2020-01-11"
"9531","DH89JIU","2011-01-27"
"9532","CQ82JYU","2023-01-07"
"9533","IL17AMT","2022-05-29"
"9534","AA66PNL","2022-12-23"
"9535","LZ90ECC","2016-01-13"
"9536","OB98ADB","2018-04-02"
"9537","ZU31JEW","2019-09-24"
"9538","DQ97MSW","2019-10-12"
"9539","RH80UDQ","2017-09-17"
"9540","QC06GEV","2021-11-20"
"9541","ON70RHN","2017-01-18"
"9542","JM25FUN","2021-10-20"
"9543","DK19SVI","2017-06-08"
"9544","MH13RGO","2014-11-02"
"9545","RI03LAS","2011-10-19"
"9546","FJ45SSN","2013-12-15"
"9547","NY92ALW","2022-03-13"
"9548","GH19VZO","2022-06-02"
"9549","SB76QSN","2022-09-17"
"9550","TQ36JIM","2013-05-06"
"9551","AL74WOD","2010-10-15"
"9552","BM86FLE","2016-08-10"
"9553","MJ57RCO","2017-11-02"
"9554","MN25UBJ","2020-04-16"
"9555","MH64DPS","2021-02-06"
"9556","PG14VRJ","2017-07-22"
"9557","CF86YFS","2021-02-16"
"9558","QT24OZB","2012-04-25"
"9559","TU17YSJ","2016-04-29"
"9560","BF12LNL","2023-07-11"
"9561","RK00VCC","2020-01-16"
"9562","DD65KNX","2018-04-05"
"9563","YE22CIL","2021-04-19"
"9564","UX28XSD","2009-12-01"
"9565","KZ72LCQ","2019-01-22"
"9566","AR13BZR","2019-12-24"
"9567","UT91IPU","2011-11-03"
"9568","KI78LBR","2013-02-17"
"9569","IE98HQK","2019-12-06"
"9570","KJ20MKT","2021-09-22"
"9571","GK74HOG","2021-03-06"
"9572","KC16IAM","2011-09-14"
"9573","VI06XMW","2021-10-04"
"9574","MI38CTB","2017-08-17"
"9575","CJ18RNT","2014-01-26"
"9576","YD10BNR","2019-09-23"
"9577","HI25DSW","2014-05-26"
"9578","YI37YHA","2016-03-13"
"9579","PO39RDV","2016-04-13"
"9580","QJ77XMM","2012-11-19"
"9581","OE80IQF","2012-03-21"
"9582","DG67SUH","2022-04-25"
"9583","FA38OGW","2013-01-14"
"9584","FN28VJY","2012-06-23"
"9585","WK27FKN","2024-04-22"
"9586","ZL75KNE","2018-01-20"
"9587","FM98WTZ","2019-03-22"
"9588","QZ29MAF","2023-04-22"
"9589","XW36NCD","2017-11-20"
"9590","XZ71XOC","2010-05-10"
"9591","LR22HMS","2024-04-14"
"9592","FK07SAZ","2019-05-20"
"9593","TO56USJ","2018-01-04"
"9594","LR58ADI","2016-03-11"
"9595","VQ39HNT","2010-04-28"
"9596","CG69CJH","2017-04-04"
"9597","RG48KYR","2015-10-19"
"9598","QI99PWT","2013-06-15"
"9599","UP50IQX","2017-11-19"
"9600","OE56FUS","2010-03-24"
"9601","ZU43GNI","2018-08-15"
"9602","FM02QMM","2020-08-26"
"9603","EE53ZYX","2022-09-06"
"9604","LR35VOJ","2022-03-17"
"9605","AI45FPR","2018-08-12"
"9606","IW02SOO","2014-12-25"
"9607","GB92UPO","2023-09-23"
"9608","AP75VLB","2015-11-09"
"9609","FQ29DAZ","2015-06-03"
"9610","WY33BPX","2019-04-08"
"9611","ZC60UVM","2023-07-02"
"9612","KJ25FHZ","2020-01-15"
"9613","DI89NYL","2023-07-17"
"9614","OK37NXA","2009-09-12"
"9615","RU17OHW","2018-07-09"
"9616","LN87KKT","2013-07-13"
"9617","NQ36UYH","2013-07-11"
"9618","PT96HQT","2016-06-03"
"9619","KI05INC","2020-11-18"
"9620","JN65OOS","2024-02-21"
"9621","KM75ZBL","2024-04-13"
"9622","AU90RDS","2018-07-09"
"9623","AL95PYH","2021-09-16"
"9624","DK03VNP","2022-06-28"
"9625","XZ94ZCR","2019-10-13"
"9626","UQ01VEP","2017-09-27"
"9627","CT28WLU","2010-07-30"
"9628","FS94FXM","2014-03-28"
"9629","CZ75HHB","2016-08-29"
"9630","JL14FIU","2020-01-06"
"9631","LG20MWC","2021-03-20"
"9632","UG18RUQ","2014-04-10"
"9633","IE30HQY","2012-12-07"
"9634","BA19LAN","2010-02-18"
"9635","FK18PTL","2021-12-07"
"9636","CH47AKK","2015-06-18"
"9637","SA35XAV","2018-03-11"
"9638","RR02RNL","2011-03-28"
"9639","UM55OCF","2018-07-26"
"9640","MK02VVW","2013-10-29"
"9641","KP19ZOB","2010-04-30"
"9642","NX36HAZ","2017-08-13"
"9643","ZB36QFE","2019-03-20"
"9644","AE43REU","2020-07-30"
"9645","MD75VDC","2017-07-05"
"9646","XG02FUN","2022-08-04"
"9647","EC34UQW","2017-02-08"
"9648","DB75ICJ","2020-10-14"
"9649","NN22WDJ","2021-06-21"
"9650","YA49GEJ","2019-02-14"
"9651","AY68IOR","2013-02-02"
"9652","CF94FHC","2022-12-02"
"9653","JR52CQX","2015-08-20"
"9654","PB79SCO","2016-06-30"
"9655","ZX63ZDN","2015-04-27"
"9656","WV56ALX","2019-10-31"
"9657","II57QXO","2012-01-20"
"9658","IN46DLR","2021-09-01"
"9659","VG85MQW","2023-10-05"
"9660","GP66WXL","2014-02-22"
"9661","MR19JIJ","2021-12-23"
"9662","CW30BOV","2021-02-23"
"9663","XL01VYN","2020-05-13"
"9664","AG15PQC","2021-11-25"
"9665","GK67HOL","2020-08-13"
"9666","LO65PFJ","2016-02-29"
"9667","TB59WFK","2022-04-15"
"9668","XE97WJE","2017-04-23"
"9669","QP60RGE","2010-08-14"
"9670","KY22MKD","2019-10-21"
"9671","MP60AKI","2016-05-11"
"9672","NZ25NRI","2019-08-28"
"9673","SI10ADW","2015-07-24"
"9674","PK80UHK","2010-09-04"
"9675","YS23AGL","2009-11-25"
"9676","BQ43ZMA","2009-11-05"
"9677","JJ01EUX","2015-03-26"
"9678","MT99QIU","2022-12-25"
"9679","YO93CVJ","2015-08-20"
"9680","SX01TQU","2023-06-23"
"9681","XQ16TRA","2015-08-28"
"9682","OF94PDU","2022-03-10"
"9683","BQ70HOI","2019-04-20"
"9684","PM83TNZ","2023-08-27"
"9685","NL69RGH","2013-09-11"
"9686","IE61HUU","2018-01-29"
"9687","WG44PPL","2018-06-03"
"9688","QF66QFG","2013-03-02"
"9689","VG31BVM","2014-10-28"
"9690","SO05DOU","2022-05-29"
"9691","PF04YSU","2013-04-05"
"9692","VM47WSV","2023-05-01"
"9693","EC41ZIW","2015-08-18"
"9694","FH05LVY","2012-01-21"
"9695","WF53BEV","2020-09-08"
"9696","XC65PKZ","2012-10-08"
"9697","OA10TOG","2019-08-19"
"9698","TN09GAM","2018-07-16"
"9699","HZ82IXO","2010-12-23"
"9700","AS07QHT","2014-01-01"
"9701","VQ68MFJ","2021-04-29"
"9702","EN31EPR","2017-04-18"
"9703","US49WYG","2014-06-06"
"9704","SH57BVO","2020-05-18"
"9705","WU10DTB","2011-08-02"
"9706","ZX21ZGD","2018-07-13"
"9707","FW03HGU","2016-12-03"
"9708","IV21YOD","2010-01-11"
"9709","QS88EQP","2022-02-07"
"9710","JA35IVD","2014-05-20"
"9711","FE78DQR","2012-02-07"
"9712","JE12HTL","2018-03-14"
"9713","OX72JHA","2017-08-02"
"9714","HN34XKN","2018-10-08"
"9715","TO98GQA","2021-07-20"
"9716","TH40COZ","2020-03-24"
"9717","JC60CYT","2009-09-06"
"9718","EX57ZZE","2015-11-26"
"9719","WZ31JAX","2015-09-01"
"9720","DR57TWR","2016-03-29"
"9721","OP55GZX","2011-07-02"
"9722","QY10EGA","2017-06-13"
"9723","PG94ZJK","2013-09-24"
"9724","MB67JRS","2015-08-29"
"9725","JP12EJW","2023-05-01"
"9726","HJ42KUS","2019-07-17"
"9727","YV65XGO","2019-05-30"
"9728","TU94VAQ","2014-11-17"
"9729","TQ17YQT","2014-03-14"
"9730","PJ74AKR","2020-01-20"
"9731","RU17CUJ","2017-12-10"
"9732","ZL43NUO","2017-10-09"
"9733","BV17UJT","2021-09-01"
"9734","OK21YLN","2013-09-25"
"9735","RK58RBV","2021-04-15"
"9736","GC58DJJ","2011-07-19"
"9737","XR88RXN","2015-02-02"
"9738","NA20UUR","2019-11-18"
"9739","XG34NPT","2012-02-17"
"9740","SK66WAU","2017-12-03"
"9741","OJ97UWD","2015-10-13"
"9742","EO76JMX","2016-04-29"
"9743","HD13QXK","2009-10-23"
"9744","EZ11TKG","2011-07-30"
"9745","EV22KDT","2015-09-16"
"9746","SS65AIB","2021-07-09"
"9747","RF54QGZ","2014-12-21"
"9748","HT91SDZ","2018-05-23"
"9749","BF47JUD","2018-06-15"
"9750","OC46ZLJ","2022-09-29"
"9751","SI41XXN","2010-11-10"
"9752","EG46ZQQ","2012-12-31"
"9753","FT01NJS","2011-08-14"
"9754","IM66ULD","2012-09-15"
"9755","NH54PHN","2022-03-21"
"9756","GO85CMF","2010-04-04"
"9757","XE73HBS","2011-07-03"
"9758","SE03SQY","2018-08-27"
"9759","OM79FBZ","2017-06-19"
"9760","NH49JIN","2018-12-05"
"9761","VK78JFH","2013-09-07"
"9762","LM98ORN","2023-10-03"
"9763","HE01JIT","2018-07-07"
"9764","FK87EBW","2014-08-12"
"9765","PL88FXS","2024-01-08"
"9766","YJ44LAY","2022-10-21"
"9767","TV52SZS","2017-07-24"
"9768","FC35FCL","2010-10-14"
"9769","PE73GOV","2013-03-27"
"9770","CN40PMM","2014-10-11"
"9771","RR93TCZ","2016-06-04"
"9772","NL10RRD","2012-01-03"
"9773","LR44CHC","2019-04-06"
"9774","GH66WNS","2013-05-21"
"9775","IG17HJZ","2016-10-05"
"9776","SB47XCT","2016-09-12"
"9777","RB45OBK","2019-03-01"
"9778","FO00ELH","2014-12-20"
"9779","UR57XEM","2021-11-09"
"9780","HD85BLG","2020-06-29"
"9781","FA94SIJ","2022-01-25"
"9782","MO01EAC","2013-03-25"
"9783","VB73COV","2014-03-13"
"9784","FZ42XRY","2015-10-06"
"9785","JE00TRI","2017-02-18"
"9786","ZQ72OXB","2012-04-14"
"9787","RD40RAU","2012-09-27"
"9788","GT88JQA","2019-09-22"
"9789","EW52FNF","2023-07-15"
"9790","PO52GGY","2011-01-06"
"9791","NK26ZNT","2021-05-05"
"9792","CR61TKJ","2022-03-11"
"9793","YM16OFG","2013-10-27"
"9794","RI26YAK","2015-03-28"
"9795","KM37IBN","2013-01-30"
"9796","TE34MFF","2022-10-01"
"9797","UL32QPW","2009-10-20"
"9798","CK97WDH","2016-06-26"
"9799","UR37AYJ","2019-12-15"
"9800","SM90SQN","2020-06-09"
"9801","DG46ZSD","2013-04-01"
"9802","QT65YVD","2012-02-05"
"9803","RT34IPJ","2022-08-16"
"9804","TE55KZO","2023-09-15"
"9805","ZQ50KBB","2020-10-01"
"9806","ZC14FYR","2019-11-26"
"9807","RM38ZYC","2015-07-10"
"9808","LP28FJD","2019-05-01"
"9809","GA67ABE","2013-03-12"
"9810","SG83CLO","2020-10-31"
"9811","UL94TMO","2017-08-16"
"9812","OS39FFD","2015-08-31"
"9813","GW53FKZ","2014-10-31"
"9814","KZ44IDH","2020-03-08"
"9815","UQ37QAG","2012-10-29"
"9816","JB73GHD","2016-06-30"
"9817","SS42HIG","2012-12-10"
"9818","DF73QRN","2017-12-22"
"9819","XB03ADU","2021-04-16"
"9820","BG41MEX","2013-02-27"
"9821","WU66XQX","2016-04-14"
"9822","DL01XXQ","2016-05-09"
"9823","ZK27YDN","2013-02-24"
"9824","QT34EME","2019-10-07"
"9825","KQ06GUV","2011-11-28"
"9826","GK64HZT","2019-05-30"
"9827","ZQ83NNI","2019-10-15"
"9828","VD98RIV","2020-08-12"
"9829","LX65TLS","2022-09-15"
"9830","YF03OKE","2014-01-03"
