"placa","marca","modelo","anofab","licenca"
"BD03YWE","Volkswagen","PT Cruiser",2023,"MjcnAiAx"
"DH32IVN","Mercedes Benz","Cruze",2017,"psUWrzGR"
"IT08YCL","Mazda","Volt",2010,"uwMbJoBw"
"FD29PUK","Audi","Altima",2011,"OmgKXFzF"
"ZU71XJU","Ford","CTS",2017,"bYVFmbxc"
"ZX54XNJ","Mazda","Model X",2020,"UbHburPQ"
"UY99EXM","Lamborghini","Golf",2017,"VXPBHpaX"
"QF35PTC","Bugatti","Altima",2017,"WJUZUcyR"
"XM71FWK","Land Rover","ATS",2011,"FKcOyYCi"
"BK67UOC","Fiat","Spyder",2017,"LaTIZDXQ"
"SB10TZQ","Bentley","2",2013,"jwHbOvMh"
"LA89LVU","Porsche","Mercielago",2018,"yILBHHRJ"
"LV57XLM","Polestar","Model 3",2013,"vkuyPqmG"
"EV47IXK","Bugatti","F-150",2011,"AlDWLqrR"
"HZ64TRC","Rolls Royce","Countach",2012,"CXJfGKSW"
"OA77KZH","BMW","2",2014,"ihHafjDr"
"NL92AZD","Lamborghini","1",2021,"HjACGTZL"
"ZN43IDG","Hyundai","Escalade",2014,"AYPKnzLe"
"US94PIF","Maserati","XC90",2012,"AXvUCdCZ"
"BY62BQD","Dodge","Model T",2012,"IlrgcVxF"
"CZ97RJL","Volvo","Grand Caravan",2018,"CmAtJVOQ"
"TR57OII","Nissan","Colorado",2012,"hjcTzaJr"
"HV79MRM","Chevrolet","A4",2023,"FFUSLQPJ"
"DJ35XJA","Ferrari","Focus",2020,"EnrhNnlO"
"PL02DZQ","Mini","Charger",2013,"exbvwzAk"
"RW50ANR","Fiat","Malibu",2013,"fVkRVYHb"
"MR80MQW","Bentley","Civic",2017,"bWgWQRLV"
"SU06XKA","Chevrolet","Impala",2021,"uDRoeKwk"
"FF86DZB","Cadillac","Civic",2022,"exnLvYhI"
"FZ63AWF","Land Rover","Grand Caravan",2016,"BypllQgM"
"SV90QFY","Polestar","Cruze",2018,"ddoOCnrO"
"HY45VRV","Dodge","CTS",2024,"bgPptdOg"
"WO42AIV","Bentley","A4",2023,"YUNKpPcu"
"BV77UTR","Ferrari","Grand Cherokee",2019,"rNbyZFPN"
"CC31QDY","Polestar","Malibu",2011,"zGhgrwVM"
"SD58KCJ","Volvo","A4",2020,"GErdfusI"
"YR42UOZ","Chrysler","LeBaron",2020,"XfodbACm"
"QX62FOE","Polestar","Beetle",2023,"AhHzsHmZ"
"DX32XKW","Bentley","Mustang",2020,"ZyyHlOPK"
"JF53JNN","BMW","Element",2017,"TjrqIZAu"
"XX11IKU","Land Rover","PT Cruiser",2023,"hLyTCjCv"
"CY99ZKM","Ferrari","Sentra",2022,"fAySexKh"
"XH39YSG","Mercedes Benz","Altima",2014,"cIXTkAUl"
"CJ61JYQ","Bentley","CX-9",2010,"pwoeOKtC"
"DH63QAO","Jeep","Colorado",2016,"VVHOwxzP"
"TL59EQA","Chevrolet","V90",2019,"vqowhFAq"
"VH43ERP","Smart","Camry",2017,"HaaQHUda"
"RT18JIU","Rolls Royce","Model S",2013,"jApSwksN"
"JG31INJ","Kia","Grand Caravan",2018,"ZCGVnYss"
"GE91YJS","BMW","Challenger",2017,"GKVqDMix"
"VF83RVG","Bentley","XTS",2019,"MPEoIPiw"
"PT08IYL","Mercedes Benz","Jetta",2013,"SdvmrdYL"
"TZ83EDZ","Honda","F-150",2017,"vTgFkSxY"
"BS40HAJ","Polestar","Grand Cherokee",2016,"FdCHskKb"
"PO39RTT","Audi","Model S",2019,"qltRAqUg"
"UA00YZG","Volkswagen","Malibu",2018,"qnPQFHgm"
"WI05DQD","Audi","Golf",2013,"jaHfgBeS"
"WX10ZLK","Kia","Silverado",2014,"YZKVIaQW"
"WG51YLI","Smart","Challenger",2021,"rJueNWdd"
"YO92XGR","Ferrari","Volt",2010,"wLuCtYvd"
"VH24QBJ","Mini","Durango",2020,"lMvfkPIu"
"ED85BPJ","Bentley","Roadster",2021,"RIzLeLRM"
"FS09EZR","Toyota","Cruze",2016,"slubWwEu"
"OA34CKZ","Mini","Mustang",2018,"fbaWatvh"
"MM82YTQ","Tesla","Mustang",2019,"TUDMFVpQ"
"JH89GIC","Jaguar","Ranchero",2018,"nxGAGTVB"
"DL92JRK","Smart","Model X",2013,"HqzCjFuL"
"IU38CRQ","BMW","Mercielago",2014,"DhHXOEwd"
"NX20OHD","Mazda","2",2014,"NEilHpCg"
"SM61AXA","Dodge","Explorer",2021,"IjAScCig"
"KM06UEB","Cadillac","Fiesta",2014,"TTUQCllS"
"IZ79RSM","Cadillac","Expedition",2021,"YOqoJxDT"
"CY84JON","Nissan","Aventador",2014,"zVGpmLWJ"
"PI32AQM","Jeep","Volt",2023,"UzneKcEW"
"LG85COX","BMW","Grand Caravan",2011,"svMiITkf"
"VK12TYN","Polestar","XC90",2018,"CmaRmrXq"
"FV99IIQ","Ferrari","Camaro",2012,"Kmuqdlut"
"EW26LJI","Jaguar","Malibu",2015,"KCkJmRDs"
"XH88YEV","Dodge","Impala",2010,"zhkOzYnI"
"WQ60FSC","Mazda","Spyder",2020,"rdMwUxxj"
"VU16QQK","Rolls Royce","Challenger",2011,"ThZHwApI"
"OY13CLM","Maserati","V90",2013,"jeMDasfl"
"LZ42GFB","Bentley","Countach",2019,"ctzFVHAN"
"GE41HNB","Volkswagen","Model T",2023,"PhRhZFmk"
"EJ05YCC","Aston Martin","Model Y",2012,"OIzhCDtk"
"EK69BWR","Audi","PT Cruiser",2022,"AoaKxsCx"
"UX57GPB","Chrysler","XTS",2011,"egZZMvJP"
"LM13FDU","Maserati","El Camino",2016,"WwLvHYxO"
"VB16XSL","Ferrari","Taurus",2017,"AovvJRjA"
"RW62OJS","Aston Martin","Explorer",2013,"uoAvTgBu"
"TB27JUS","Bentley","Model S",2013,"OxqGBluC"
"KT26GXC","Porsche","PT Cruiser",2013,"CsvKnfmC"
"GB20LPJ","Chrysler","CX-9",2022,"EFNRRnxR"
"VG57SIN","Rolls Royce","A4",2010,"OKIsaIrq"
"XR40JSV","Mazda","CX-9",2022,"ezpHnWhG"
"VQ07HZG","Dodge","Wrangler",2018,"skPHswcI"
"DO27VVH","Polestar","Wrangler",2022,"RmLYorZF"
"NT17PVC","Tesla","Element",2018,"ESNuqGxm"
"AM78ASG","Land Rover","Aventador",2015,"XOxJPiFS"
"JD28SSX","Volkswagen","Mercielago",2017,"JYYCzvHK"
"DG75IIN","Lamborghini","Cruze",2016,"wkOXZnKr"
"KQ96VFM","Ferrari","Jetta",2012,"MMbWpwfc"
"PY45XWE","Porsche","2",2021,"bzzeJVKq"
"XH63KAL","Volvo","Volt",2012,"TmZHtDoO"
"LE72PLQ","Kia","A4",2015,"WfZzJGPw"
"NX46CWN","Honda","Beetle",2021,"DoQEXmLC"
"MS80MYF","Rolls Royce","XTS",2012,"huyEZLgh"
"NB36VAY","BMW","2",2013,"dTZbmEcK"
"SS13ZAC","Lamborghini","Cruze",2022,"pXrHJLZc"
"RU87UDW","Smart","Civic",2015,"WQiQWHTq"
"LJ95NNF","Audi","Model Y",2018,"jruQigNk"
"UU38NBM","Chrysler","A4",2012,"EfhocfEQ"
"UC69YTD","Polestar","Escalade",2011,"ctcuGtBQ"
"BD49TKW","Kia","Sentra",2021,"wGwDPjAO"
"WE96GUK","Maserati","A8",2023,"MJUFvydn"
"BC21GPX","Volkswagen","XTS",2017,"FHDFaLuO"
"HY97PSP","Dodge","Golf",2018,"ZIlAmAXS"
"MF90NNW","Polestar","Land Cruiser",2014,"QGJbWtvq"
"BH67XXS","Smart","V90",2015,"tbSqAdyV"
"OP19VPR","Cadillac","Sentra",2017,"apMoTEfh"
"IX37BIC","Fiat","Wrangler",2010,"ytiylsWJ"
"ED16MQK","Audi","Grand Caravan",2011,"tXoACGkg"
"ZW17ETA","Chevrolet","2",2020,"vrEcJvhI"
"YL29WRA","Volkswagen","Silverado",2016,"xXaZGHdp"
"DD14LQP","Kia","Altima",2021,"tphOHiRr"
"EI12EKX","Aston Martin","Durango",2011,"fvCFxyku"
"QO76EZU","Hyundai","Model S",2013,"XDJlUiSX"
"WB42BPP","Rolls Royce","CX-9",2021,"xtOmeyLr"
"KY05FEA","Bugatti","PT Cruiser",2013,"rQDTLout"
"QP74USQ","Volvo","Fiesta",2011,"qblHgRWD"
"YF49IMR","Honda","Roadster",2022,"YdoNOhwG"
"HL59ZWE","Bentley","Challenger",2021,"sTFiMyuP"
"ZE97QJN","Polestar","Roadster",2018,"VciOcrKV"
"LZ89RMJ","Bugatti","Countach",2018,"VNbHpgMs"
"KZ03XZS","Volkswagen","Model 3",2021,"CZGfjoEL"
"SD46NON","Ferrari","Camry",2021,"RNISKWUx"
"RP10IYT","Smart","XC90",2019,"ZMNFsTmD"
"ZV63HUW","Lamborghini","Spyder",2020,"RKTCkrnJ"
"LN57EHH","Nissan","Cruze",2023,"ttYmxZvI"
"JH44DZH","Rolls Royce","Grand Caravan",2015,"tMSdsTjK"
"RF11EXG","Ford","Fiesta",2019,"bJPHrgrL"
"GE73NSR","Lamborghini","1",2020,"DZfUUeOk"
"QT57JZF","Audi","Civic",2019,"gesYfowq"
"AA72EWE","Jeep","Sentra",2023,"iqOprzNK"
"MG77NWP","Jeep","Fiesta",2011,"juirdsZE"
"QB47UIJ","Tesla","Alpine",2018,"RbHNxhrE"
"QT02MLM","BMW","Taurus",2015,"ayANUzpD"
"PE25BSK","Bugatti","Roadster",2018,"sjMBfemZ"
"HV32ATU","Lamborghini","Roadster",2018,"XfRvnfmi"
"VG14SLG","Aston Martin","Jetta",2024,"VxmVuhmK"
"KQ82JUF","Audi","Grand Cherokee",2017,"FsCYdpim"
"TB71EWL","Bentley","Corvette",2017,"kjMKzwAb"
"VV70RGR","Ferrari","A8",2022,"xJuMvdBa"
"IJ98KBR","Bentley","Jetta",2023,"zSmzVZqq"
"KS08YLS","Bentley","Explorer",2019,"wqNrPFsk"
"BV79YKK","Nissan","Escalade",2019,"MAdwFfHZ"
"PR52RMX","BMW","Grand Cherokee",2019,"tKrcutvk"
"YO97DJR","Maserati","1",2011,"eAHxYYSa"
"TU46ODN","Aston Martin","Aventador",2022,"dGZWgGav"
"HZ12KLW","Mercedes Benz","1",2020,"HvBsGrQH"
"SU08FAP","Chrysler","CTS",2016,"HebgtDAV"
"IV74ZXV","Chevrolet","Fortwo",2011,"gZqAqivk"
"PH85LWU","Mercedes Benz","Camaro",2017,"qlsQRNbQ"
"IE33LDM","Aston Martin","Corvette",2012,"EDMHfzvd"
"GA94LDT","Cadillac","PT Cruiser",2012,"aFzhAjRF"
"RK06SIQ","Tesla","Silverado",2018,"lLNMFXfs"
"RE92GEK","Dodge","Accord",2023,"jHFPbaEw"
"FW42AWI","Bentley","2",2022,"bAkBowTH"
"FV51QMS","Jaguar","Corvette",2015,"FeXtCkvF"
"EM61GPO","Honda","911",2012,"fzdDgSht"
"NM73EED","Toyota","A4",2020,"IcDQuZkT"
"BE47PWW","Volvo","Silverado",2011,"cxWMmRNR"
"GI12VHB","Chevrolet","LeBaron",2022,"HAOsXcWG"
"YL22IAM","Audi","Aventador",2015,"LVCIEXYw"
"WY71BYD","Jaguar","Focus",2022,"lFbAuiac"
"CA73RLM","Chrysler","V90",2012,"VijlTRub"
"OE85ZCR","Aston Martin","PT Cruiser",2022,"jLqeAbcS"
"DS67RZL","Dodge","Explorer",2021,"IvXqXvnr"
"BJ15RRI","Smart","El Camino",2011,"hCeyMMse"
"XB57MCU","Land Rover","Camry",2020,"fexhhGto"
"IK05FXK","Volkswagen","Camaro",2017,"CCQSbfXo"
"NO32YCS","Volkswagen","Camaro",2013,"JIUuYTNb"
"KF86KLO","Polestar","Focus",2022,"VGCzheqf"
"OD35KTH","Smart","Golf",2017,"MeGFfikx"
"PW41DQS","Smart","Corvette",2020,"PxpxYBLK"
"MN75VSD","Tesla","Cruze",2021,"RUGUgjoT"
"UR73RAM","Bugatti","Fortwo",2018,"EAVUNChk"
"KM17YHI","Ford","Corvette",2019,"FKwAzpGe"
"RI09OIS","Polestar","Prius",2012,"yWNVaWKY"
"LE17TET","Maserati","Spyder",2016,"mfRijzIu"
"ZU34NWL","Volkswagen","Focus",2013,"MOzInRSc"
"OV19YWQ","Bentley","Sentra",2017,"TUthnZao"
"PC09DXL","Mazda","Accord",2010,"BCGBVzBg"
"TK99PDI","Bugatti","Alpine",2019,"oLdZpyrV"
"GF86OVI","Smart","1",2012,"XQNUsVAi"
"XY98VNB","Ford","Element",2019,"QEGlzNWn"
"SE28DMU","Jeep","CX-9",2011,"nMUjChSJ"
"NE79YNX","Rolls Royce","Camaro",2019,"VFYzUTpz"
"MP25TDK","Polestar","Jetta",2023,"sMHJmijV"
"YW90GHK","Land Rover","911",2020,"HYmRHFta"
"GH40KTH","Volkswagen","911",2010,"AjxtSKHt"
"DQ82RTK","Polestar","Silverado",2012,"qdPrhvDl"
"BF27OPK","Land Rover","Wrangler",2021,"ceTPSpap"
"FZ24DHI","Lamborghini","2",2019,"DUHUoQyQ"
"IA27FUE","Smart","Focus",2017,"XmGRrmYf"
"QR16GTC","Porsche","Grand Cherokee",2015,"KFNnmxbA"
"OB15BMS","Cadillac","Mustang",2019,"XjNYWGun"
"EC07MGW","Mercedes Benz","Model Y",2016,"WLrCVUWs"
"WE25UUH","Mini","Challenger",2019,"ZVMcrDKz"
"EE81ZYS","Chevrolet","Durango",2021,"BgtSjzpY"
"DS95TML","Smart","Cruze",2021,"sghjCFlh"
"OE75ZCD","Polestar","Model Y",2011,"LmZRZcQb"
"FN16BMM","Honda","LeBaron",2015,"TOcFnkgs"
"ZY19OIT","Polestar","A8",2020,"CzrXffqe"
"MA97QOF","Nissan","Focus",2019,"JaIPFZha"
"KX71BYJ","Bentley","Colorado",2016,"bMtHhGdy"
"GT90UYF","Volkswagen","Escalade",2012,"EesepfMj"
"UV55PAP","Mercedes Benz","Focus",2021,"iPsJVlun"
"KL64KMN","Chrysler","Fortwo",2014,"qDgLuQAm"
"TI17LAO","Mazda","Challenger",2010,"RVliUtjk"
"YH50TGI","Mazda","CX-9",2019,"KaCwWkQs"
"QZ40ANR","Cadillac","V90",2017,"zxjogCFt"
"YX37IQB","Volkswagen","CTS",2020,"pMRegYaf"
"KE92LUR","Chrysler","A4",2017,"KTuLNHVs"
"OD73KNU","Jeep","1",2015,"vsKbiQor"
"JZ89UPT","Aston Martin","Charger",2017,"gFszSVeK"
"KG52QXA","Maserati","Jetta",2010,"NZYqvoBL"
"XA08QZC","Mercedes Benz","Sentra",2024,"rQDJSJrx"
"OW99TAJ","Jeep","Element",2023,"PrTghFkI"
"SU16GUM","Ferrari","Wrangler",2017,"ImoVLJGM"
"AN74CHU","Aston Martin","Mercielago",2011,"QTyNkdjD"
"IC49FLJ","Nissan","V90",2022,"fsuYqJHo"
"UE83QQV","Bugatti","Taurus",2019,"mBlSRBuu"
"WO22GMX","BMW","Civic",2020,"hSVgAHNT"
"UQ43WYY","Rolls Royce","Cruze",2013,"EKGCTvSD"
"JI59KDY","Hyundai","Ranchero",2016,"sZunVVHx"
"LP57UXA","Honda","Grand Cherokee",2012,"hReOOvgo"
"HW38IHU","Bugatti","Durango",2021,"dSKtRBca"
"MO29IAE","Toyota","Model X",2012,"LqtVNOSO"
"LM78CPB","Kia","Model T",2010,"zEKuEhhi"
"WU92CRZ","Bugatti","Land Cruiser",2022,"BDufWdgR"
"RR53STF","Mercedes Benz","Civic",2013,"oedRuknz"
"PS87ACL","Dodge","Fiesta",2020,"TPdNmfIY"
"VZ17VGH","Mazda","Malibu",2014,"oikDQHqx"
"KR47IFD","Porsche","Model S",2022,"WXCshJnk"
"SG60EIP","Bentley","Accord",2013,"vAEgqwGF"
"YR32UEW","Mini","Mercielago",2015,"tiEesQNx"
"YW37EIK","Nissan","Land Cruiser",2018,"rBxksWEw"
"QP58SLD","Land Rover","Fortwo",2021,"XzWPzSok"
"AQ70DEQ","Rolls Royce","Escalade",2014,"laSzhZSE"
"HX25YXZ","Ferrari","Spyder",2016,"CrrRoCHl"
"YW21BHK","Bentley","Model 3",2011,"eQonpHwT"
"SH48PUT","Mazda","ATS",2017,"AHaXdrSY"
"GC27ZGC","Mercedes Benz","V90",2015,"CZOsUNrW"
"YW70NQI","Ford","Impala",2022,"pGzxqJWY"
"ZD35MOC","Porsche","Model X",2018,"CNLmmiZI"
"LW28UUX","Mazda","XC90",2012,"NrFoRqQN"
"CO12AXJ","Land Rover","V90",2022,"yqdZYQFY"
"NF80BAL","Volvo","Silverado",2019,"eRNphqlr"
"PS75BTT","Jaguar","Grand Cherokee",2015,"NurFupfk"
"QB33OCZ","Dodge","Sentra",2017,"QNhUSZjc"
"AT81ZMV","Mini","Corvette",2013,"WpoJIOlo"
"CR94JVG","Ferrari","Impala",2023,"DbGncUQj"
"HX34KGG","Land Rover","Impala",2013,"JZDraQxC"
"NZ17BGF","Smart","Model X",2019,"JlYRRBQo"
"FN33LZR","Honda","Cruze",2020,"bmDNLHYX"
"QJ20QEX","Porsche","Model Y",2020,"ZwSuOqLP"
"AG90GWF","Mini","F-150",2013,"JKyvshUJ"
"XP57GUE","Fiat","Element",2011,"xxnMcVBv"
"NZ36MAM","BMW","Beetle",2014,"SJbZvlAn"
"ZX20GKB","Chevrolet","ATS",2021,"gwHVJcnv"
"BD88EHL","Aston Martin","Durango",2023,"DdydaQwn"
"QB90EIV","Jaguar","Focus",2022,"FIFoyfog"
"AV80JNL","Chevrolet","Spyder",2010,"jWtTMFYi"
"HD61PHT","Polestar","Cruze",2013,"blAQoSsk"
"AN32BSK","Polestar","1",2011,"quXcaIwX"
"UK89LQU","Maserati","XC90",2018,"YvwVigMo"
"VC70HSE","Land Rover","Accord",2012,"XyymfTAV"
"TZ14JNH","Chrysler","Ranchero",2014,"TuzGvzkZ"
"NL32UPK","Polestar","Silverado",2018,"PqCqUDWn"
"VU09ZOU","Lamborghini","Impala",2018,"QvBXInUZ"
"XS70DLJ","Dodge","F-150",2016,"HXQmFSQM"
"YS62DLR","Nissan","Expedition",2022,"LRZqabro"
"TI04NEW","Mercedes Benz","Malibu",2016,"lMONvgMz"
"JD36PKC","Fiat","CX-9",2014,"WPMNzkYg"
"LX07LZF","Rolls Royce","Spyder",2022,"YMKyIcfq"
"ER36KLO","Bentley","Charger",2016,"BtwolSUU"
"HW63DQW","Volkswagen","911",2017,"zRAoXSfB"
"AM34UGJ","Chevrolet","CTS",2017,"SJpkFWpx"
"EO48LVQ","Cadillac","Durango",2022,"PtdWWsYn"
"SZ63KXR","Porsche","911",2021,"skRgKMhH"
"ZO66CVV","Porsche","Ranchero",2021,"klNzbXuf"
"FF04HVP","Nissan","2",2010,"fOlZkzOd"
"ZE75QFM","BMW","Durango",2018,"LpjgNDox"
"OM43EIO","Jeep","Altima",2020,"JzqdAKUa"
"QQ79LGV","Aston Martin","Fiesta",2016,"JwVUbnmg"
"TH43ICT","Smart","Land Cruiser",2011,"TIdICywc"
"PM65PDR","Land Rover","Roadster",2017,"ThPquzdu"
"NV89FGJ","Hyundai","Colorado",2017,"kIHMCYxk"
"NR54TTE","Volvo","Impala",2021,"rNNZmkMz"
"UX67GQY","Bugatti","2",2015,"pmNMyHMP"
"FI22LLK","Honda","Malibu",2015,"iHgvGbSQ"
"FS34OEM","Ford","XC90",2013,"DoPCVOMK"
"PT76JCH","Cadillac","Model T",2016,"LJUVHWLW"
"KF64IEY","Bentley","XC90",2017,"MKvlmiHh"
"UB56TCW","Volvo","Escalade",2022,"bUQEcNRM"
"YY55FBA","Jaguar","Element",2015,"QvZNikOK"
"RR26NGS","Honda","Beetle",2015,"UIlULAGi"
"UY68PDN","Jeep","Model S",2016,"nRkiMaJO"
"FE92NTV","BMW","CTS",2015,"QUpxBFTy"
"FB19JOM","Mazda","El Camino",2014,"CfHxyHtI"
"GS65UHX","Hyundai","Mustang",2023,"ZEVbCNDX"
"DM49GIQ","Bugatti","Golf",2018,"iPxUsTXi"
"IW90WGR","Mercedes Benz","Roadster",2023,"JvxJpxEt"
"YI61KIY","Chrysler","Model S",2011,"pmFSTuaN"
"ZL05MWP","Bentley","911",2014,"RcXYHqVP"
"AU19ZXY","Chrysler","Spyder",2011,"wxJRureo"
"FP50IMW","Volvo","Accord",2014,"ZabINtHY"
"DK64BDF","Hyundai","PT Cruiser",2016,"aZSFuMfN"
"HG21YGS","Toyota","Roadster",2013,"vrxGXspq"
"GJ57FAD","Dodge","LeBaron",2017,"MpSXqBXV"
"KC91ACS","Tesla","XC90",2019,"yxbVKReP"
"IW61OTZ","Land Rover","PT Cruiser",2014,"XEPIIEry"
"MD17UXE","Volvo","Altima",2012,"DKvYSUDJ"
"VF10JRI","Honda","Golf",2020,"RGJOdcIK"
"OT87QDR","Bugatti","Civic",2019,"JOCKmrTz"
"NC22QDX","Cadillac","ATS",2021,"TaxyEoue"
"LA97NCG","Polestar","Mustang",2016,"yeWxuxNo"
"OH49YAJ","Volkswagen","Challenger",2012,"dNDEzmbE"
"WF33ZTN","Aston Martin","Accord",2021,"zqpxoVeM"
"QP21XOI","Mercedes Benz","Ranchero",2022,"XrYIZIyQ"
"KS50ZYB","Lamborghini","Malibu",2014,"YZMDPTPg"
"SK26YFX","Dodge","CX-9",2018,"PHZZkwzT"
"UA46SMT","Mazda","Grand Cherokee",2016,"kJXgcAgY"
"EH36WQI","Audi","Model X",2013,"WJndsmBe"
"GK55LBU","Honda","1",2012,"esyCMizE"
"TF58RXO","Mazda","Malibu",2017,"fKXMdDfS"
"NL21RBX","Honda","Roadster",2023,"JDvvVPol"
"DL53PIZ","Hyundai","Cruze",2011,"wfvzzWuw"
"US31VGN","Mercedes Benz","Taurus",2020,"fbjdCVzm"
"QB72MJQ","Ferrari","Malibu",2015,"zTYwHUPE"
"QS09XCB","Chevrolet","Durango",2024,"RSUIMLSB"
"JM11ZCS","Volvo","Grand Caravan",2011,"DDTqxBTU"
"AK02QXB","Cadillac","PT Cruiser",2020,"dpVoIWNF"
"BI11JLO","Aston Martin","Accord",2014,"NNWSZiQW"
"KB95CIL","Honda","PT Cruiser",2012,"juipfiFZ"
"ZV33HKW","Ford","Beetle",2019,"PUDHdaOO"
"PC25POI","Fiat","Mustang",2012,"Xujipdos"
"KX45QZT","Ferrari","Beetle",2021,"ZkFYmWhx"
"LA20UDZ","BMW","Fortwo",2018,"tJfhOOcG"
"FM78JGC","Polestar","Model Y",2015,"IPJVOViM"
"AW83SPI","Lamborghini","El Camino",2012,"hFawmBGn"
"MN27FLB","Nissan","Land Cruiser",2012,"fvyxoOPS"
"AK97IXY","Fiat","Beetle",2018,"llBLIwuH"
"BM42QRH","Porsche","Land Cruiser",2014,"klQedssk"
"LL53FEE","Porsche","Aventador",2019,"JOVLelsL"
"OS46BVR","Mazda","Model 3",2017,"lXmdYBPB"
"CU06GQN","Fiat","Sentra",2013,"LxKISFPD"
"CI47APQ","Audi","Durango",2013,"gzxXmiNW"
"SJ21GIE","Porsche","Camaro",2013,"oMXMZdRk"
"DO74BUL","Audi","PT Cruiser",2021,"rHZVHUsh"
"JQ85EUW","Mercedes Benz","Escalade",2018,"ZvZPHjPn"
"QX23WHY","Tesla","Mustang",2016,"FtTcyAdA"
"TP98SKW","Kia","Model T",2012,"SUyrawoY"
"IK76JYD","Hyundai","Fortwo",2017,"rqzbzbIu"
"KG35XEA","Toyota","Altima",2023,"EgtKfMgi"
"IT98ZGH","Maserati","Roadster",2015,"RAsePLQf"
"SK60LIQ","Jeep","Expedition",2018,"ixHauGAP"
"HN04QUV","Fiat","Corvette",2014,"TcycgpBT"
"NC03EJW","Rolls Royce","Model X",2011,"IATJalmY"
"FP01EYA","Ford","F-150",2018,"QgJBCkWx"
"UU09FNS","Chevrolet","Camry",2018,"COeemkjc"
"VM10AYA","Jeep","Roadster",2020,"ErFDXyiQ"
"KV08WDQ","Nissan","Model T",2017,"WxPZtgMv"
"TA41RWW","Mazda","Element",2016,"waepLAuq"
"EI97BPT","Lamborghini","911",2019,"VqLdagPF"
"MO58QCO","Honda","Taurus",2014,"AACehEuU"
"OW93THG","Mercedes Benz","Durango",2015,"UyQrKAJg"
"PU67MZY","Chevrolet","Model 3",2012,"mcVIzyhj"
"SG93GYN","Aston Martin","Cruze",2012,"nPBtUonK"
"BJ01NZX","Smart","Roadster",2021,"fnuoIWWr"
"ZY57QUC","Rolls Royce","Wrangler",2013,"wrziLhDZ"
"YR68BAM","Volvo","Grand Cherokee",2016,"LXwFMGWL"
"WN03PGQ","Aston Martin","Taurus",2011,"lAsqwIWT"
"CR72QBO","Hyundai","Corvette",2013,"oJnDFCUK"
"ST27DRH","Tesla","1",2017,"DHQNRJHw"
"GQ09QSA","Fiat","CX-9",2021,"UgPBxVEp"
"AT05UZR","Tesla","Silverado",2022,"UgxFdmBF"
"NA40MDA","Chrysler","911",2021,"EmgLcZqt"
"SL57PHS","Honda","XTS",2022,"oSXVVMya"
"XO73KUG","Aston Martin","Camry",2017,"eFXkMlqs"
"DJ46YUB","Kia","ATS",2012,"bFnRRixb"
"QD54WCD","Dodge","ATS",2022,"jCXazTPY"
"BS57QVB","Jaguar","911",2012,"oNojTTds"
"AY76MXY","Volvo","Civic",2011,"nkSlqLgF"
"SD69FUD","Bugatti","Model S",2012,"pUDdpIZg"
"ID08SVH","BMW","LeBaron",2019,"BlDoWZuh"
"CJ46GAJ","Rolls Royce","Escalade",2015,"XYPXhCvS"
"CP71GYB","Polestar","Jetta",2021,"PCcChgzm"
"VX71WNA","Lamborghini","Accord",2015,"YdHngcDt"
"KC38MLE","Bentley","Countach",2018,"aEtWxhdA"
"RD94DPR","Jaguar","Altima",2010,"TTcmVbQg"
"FR90GUA","Fiat","A8",2022,"xGcQyArk"
"IE52EKQ","Maserati","Wrangler",2022,"OxDLWdJJ"
"CJ69GDS","Toyota","Spyder",2017,"HSixmvBi"
"XU70CCH","Tesla","Expedition",2021,"xkXfcmDk"
"KO21JYP","Tesla","Silverado",2022,"XgvfEWfU"
"MJ28KDT","Honda","Element",2016,"micHQVoW"
"QK99PUS","Hyundai","Model Y",2010,"eEWNbwze"
"HT56JYR","Lamborghini","Model S",2014,"NnPzKCmj"
"OB19VBD","Volvo","Fiesta",2013,"WhDwiEgx"
"RE54SXG","Toyota","CTS",2019,"pQzquNLg"
"GA54PXD","Smart","Model X",2020,"DmvcgILO"
"DA69BBH","Rolls Royce","CTS",2019,"aigMNaAc"
"RB78KTI","Audi","Model Y",2013,"LGFObBZu"
"DH46DCJ","Mazda","Fiesta",2014,"RHXkZByN"
"XJ79HMV","Land Rover","Ranchero",2018,"qgzvbLUO"
"VL67QZG","Toyota","Altima",2021,"NEngBrWG"
"RB17JKK","Jeep","Model Y",2011,"mwTBRLEW"
"CE63SMJ","Fiat","Model Y",2023,"xYwfoYcP"
"QJ70CEM","Rolls Royce","Beetle",2017,"GmRCzZWL"
"ZR41ZLL","Mini","Spyder",2024,"dTKHIftR"
"WI17HGZ","Toyota","CX-9",2015,"MYYdjWkZ"
"GB84PRW","BMW","F-150",2018,"iVHBuwlA"
"ZR49KDQ","Chevrolet","Golf",2021,"xhZGZmWG"
"YZ54JWZ","Dodge","CTS",2023,"IkdvwLMM"
"TP42GMC","Honda","Spyder",2012,"sYsNPMso"
"UW89HVR","BMW","ATS",2015,"eEircBVE"
"WI92IPP","Toyota","Mustang",2020,"bDLuQfSJ"
"BK03XZV","Fiat","Wrangler",2016,"qlsyCwtp"
"FM94CHU","Mini","Escalade",2012,"UcnXVnOw"
"TP65NKA","Aston Martin","F-150",2020,"OnQhYSef"
"IB14UOB","Bugatti","Fortwo",2020,"zRYGEkvO"
"FG97ALH","Volvo","ATS",2011,"VrYuvyxa"
"QR63DPD","Jeep","Wrangler",2014,"mudOOkmb"
